,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Current Price,Shares Outstanding,Status
62,N/A,N/A,bms,N/A,N/A,N/A,N/A,N/A,130.15,44.21568627450981,N/A,3.41,2.32,9.46,6.45,7.64,44.22,4095531000.0,5670000000.0,14.50,1.99,1.40,10.25,3140000000.0,866200000.0,552600000.0,1.02,1.02,1.60,1.60,437400000.0,0.78,1560000000.0,1.86,13.23,1.60,0.83,1.19,79.48,2740000.0,3.76,3.01,3070000.0,45.10,90810000.0,N/A
63,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,67.21,109.06557377049181,N/A,9.25,4.85,25.75,9.94,6.92,12.63,108443900000.0,113730000000.0,17.42,1.71,5.47,19.99,20780000000.0,14710000000.0,5690000000.0,1010000000.0,0.61,3.90,3.90,5280000000.0,4.17,7960000000.0,1.55,7.19,5270000000.0,1.05,0.16,72.57,7970000.0,1.4,0.48,7440000.0,66.53,1630000000.0,N/A
64,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,32.54,26.554821664464995,N/A,0.00,7.88,12.51,2.88,6.52,2.88,269366800000.0,776980000.0,22.26,3.69,0.00,0.02,223600000000.0,179850000000.0,38790000000.0,18670000000.0,7.57,7.60,7.60,32530000000.0,38790000000.0,101490000000.0,1.35,0.00,44940000000.0,0.81,3.2,3.2,9770000.0,3.2,0.90,10210000.0,201.02,1340000000.0,N/A
65,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,74.88,334.625,N/A,4.84,1.15,18.70,1.45,1.45,6.60,36674900000.0,42820000000.0,17.27,1.92,4.73,17.03,8390000000.000001,5960000000.0,2510000000.0,0.08,0.08,9.90,9.90,1430000000.0,0.15,5680000000.0,9050000000.0,5.53,9.90,1.09,0.55,94.46,15790000.0,2.32,1.32,11840000.0,26.77,1370000000.0,N/A
66,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,39.96,11.479768786127167,N/A,1.40,8.27,12.68,4.43,26.98,54.43,5191403999.999999,4700000000.0,21.59,0.84,0.84,3.48,4720000000.0,607700000.0,1350000000.0,534600000.0,3.46,6.90,6.90,137400000.0,9.5,1460000000.0,1.76,28.45,1010000000.0,28.45,15.07,0.00,2600000.0,2.31,0.00,2420000.0,39.72,130699999.99999999,N/A
67,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,57.20,25.04326923076923,N/A,2.95,4.49,12.47,8.20,13.56,46.57,10967549500.0,12640000000.0,11.18,1.51,1.29,7.76,9800000000.0,2120000000.0,1630000000.0,439900000.0,2.08,14.50,14.50,1180000000.0,2.59,2190000000.0,1.46,17.63,1180000000.0,2.02,0.68,102.69,11600000.0,8.53,5.48,11470000.0,52.09,210550000.0,N/A
68,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,126.77,39.539249146757676,N/A,3.18,17.69,35.18,3.01,7.02,16.95,17877972000.0,28260000000.0,33.19,10.81,10.81,18.39,2550000000.0,1630000000.0,1540000000.0,451940000.0,2.93,2.50,2.50,1040000000.0,2.82,10270000000.0,2.74,36.38,2.50,0.92,0.59,101.95,2950000.0,5.17,2.46,3310000.0,115.85,154320000.0,N/A
69,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,23.70,10.405405405405405,N/A,1.09,2570000000.0,35.59,62560000000.0,62560000000.0,23.70,197890000000.0,10.41,10.41,0.85,26.13,26.13,62560000000.0,62560000000.0,437440000000.0,7.4,7.4,0.00,0.00,53930000000.0,258.54,437440000000.0,63950000000.0,70.85,0.00,1.5,0.13,79.88,23.2,0.44,0.00,0.13,77.00,2570000000.0,N/A
70,N/A,N/A,ca,N/A,N/A,N/A,N/A,N/A,51.13,34.34653465346534,N/A,2.50,10.23,26.90,5.94,7.54,10.06,14462954800.0,14570000000.0,12.66,2.38,3.50,11.94,4040000000.0,3220000000.0,1220000000.0,1.01,1.01,8.50,8.50,1040000000.0,7.13,2930000000.0,1.24,13.88,1030000000.0,0.65,25.09,69.45,6890000.0,3.28,2.18,6930000.0,34.69,416920000.0,N/A
71,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,93.17,21.37125748502994,N/A,3.87,9.04,15.23,6.82,17.10,18.70,14299555400.0,17970000000.0,16.68,2.02,2.30,12.48,7830000000.0,2340000000.0,1440000000.0,707900000.0,1.67,94.40,4.10,1180000000.0,0.21,3530000000.0,1.11,9.23,1050000000.0,0.25,0.16,81.17,16790000.0,5.6,4.54,15560000.0,35.69,400660000.0,N/A
72,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,127.87,11.987804878048781,N/A,2.85,1.37,1.70,3.63,25.98,421.00,21655195100.0,30170000000.0,11.26,1.71,0.23,9.55,129979999999.99998,6540000000.0,3160000000.0,1820000000.0,5.74,226.80,6.10,1180000000.0,3.97,9760000000.0,1.09,24.12,1990000000.0,1.17,0.41,92.36,15400000.0,3.96,5.61,16149999.999999998,68.81,314710000.0,N/A
73,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,75.78,52.14893617021277,N/A,4.34,4.79,3.58,1.82,9.28,10.17,873046200.0,859690000.0,18.71,1.40,2.40,29.26,351100000.0,143350000.0,29390000.0,17140000.0,0.47,12.40,12.40,25800000.0,4.24,152380000.0,2.76,5.64,64730000.00000001,1.52,3.63,72.24,1870000.0,7.99,6.39,1970000.0,24.51,35620000.0,N/A
74,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,253.38,123.1984126984127,N/A,6.77,1.66,12.27,4.60,5.63,76.82,92350983900.0,120900000000.0,14.70,0.85,2.66,14.30,38540000000.0,9630000000.0,8449999999.999999,1.26,1.26,34.70,34.70,5610000000.0,12.35,34880000000.0,1.35,22.92,5700000000.0,1.39,0.16,70.55,0.16,0.00,0.00,0.16,155.23,594930000.0,N/A
75,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,28.56,17.54822954822955,N/A,1.30,11.98,13.13,1.62,7.76,69.02,66717698400.0,78510000000.0,12.60,1.49,2.43,17.48,31470000000.0,8930000000.0,4490000000.0,3860000000.0,8.19,23.04,23.04,5290000000.0,9.25,14610000000.0,0.34,110.32,23.04,0.79,0.53,89.78,5400000.0,3.59,1.16,5920000.0,143.72,464220000.0,N/A
76,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,71.34,21.911330049261085,N/A,3.75,4.87,7.40,5.90,19.56,42.08,14883897599.999998,17370000000.0,13.81,1.26,1.22,12.00,13070000000.0,1170000000.0,1450000000.0,691480000.0,2.03,13.40,13.40,450310000.0,2.22,2910000000.0,1.08,11.86,13.40,2.19,0.85,96.43,0.85,0.00,0.00,0.85,44.48,334620000.0,N/A
77,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,513.75,62.93181818181819,N/A,10.95,2.61,20.73,7.87,46.20,34.15,19090593600.0,31530000000.0,9.40,0.70,2.30,10.30,13170000000.0,13170000000.0,3060000000.0,1310000000.0,0.88,48.90,48.90,1690000000.0,0.73,10160000000.0,1.58,5.06,48.90,1.28,10.84,0.00,10.84,0.00,0.00,10.84,55.38,344720000.0,N/A
78,N/A,N/A,cce,N/A,N/A,N/A,N/A,N/A,85.98,21.577142857142857,N/A,2.23,6.22,11.99,4.51,10.47,28.34,18220710400.0,25520000000.0,12.18,0.92,1.86,11.32,9630000000.0,3740000000.0,2250000000.0,853870000.0,1.75,2.20,2.20,1310000000.0,0.91,7130000000.0,1.01,16.97,2009999999.9999998,0.59,0.63,0.00,1260000.0,1.06,1.64,1470000.0,37.76,482540000.0,N/A
79,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,130.96,105.73267326732673,N/A,3.52,10.21,25.78,2.56,4.47,11.41,43386641200.0,60180000000.0,68.02,5.74,13.82,25.44,3920000000.0,2480000000.0,2370000000.0,386260000.0,1.01,19.90,19.90,1780000000.0,0.77,16160000000.0,0.88,30.37,2040000000.0,0.28,2.48,95.90,9710000.0,3.95,2.70,10090000.0,106.79,406280000.0,N/A
80,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,38.08,19.381615598885794,N/A,2.06,14.88,18.49,5.08,11.13,24.25,601867000.0,58730000000.0,14.09,1.11,3.35,11.55,17510000000.0,7010000000.0,5080000000.0,2610000000.0,3.59,8.20,8.20,5320000000.0,0.55,9220000000.0,0.18,33.73,5320000000.0,0.85,23.85,79.72,8650000.0,2.98,2.30,7380000.0,69.58,8650000.0,N/A
81,N/A,N/A,celg,N/A,N/A,N/A,N/A,N/A,228.84,25.793956043956044,N/A,10.30,22.61,42.14,11.76,43.49,16.69,70622180200.0,75450000000.0,9.16,0.56,5.80,12.68,12540000000.0,12540000000.0,5950000000.0,2940000000.0,3.64,16.90,16.90,5250000000.0,16.01,15840000000.0,4.99,9.11,5250000000.0,4770000.0,0.28,80.39,12300000.0,1.03,1.58,8920000.0,93.89,752180000.0,N/A
82,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,11.01,31.527363184079604,N/A,4.61,17.20,19.05,9.92,19.90,15.21,21076862000.0,21080000000.0,21.34,1.37,4.18,15.41,5140000000.0,4290000000.0,1370000000.0,866980000.0,2.01,127.50,4.30,1310000000.0,2.42,526720000.0,3.01,13.73,1310000000.0,0.95,4.80,80.07,12060000.0,5.16,4.14,11480000.0,63.37,332600000.0,N/A
83,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,70.20,30.450000000000003,N/A,3.14,8.67,5.38,0.97,6.83,17.69,9943873800.0,13280000000.0,30.45,0.92,3.22,12.02,3690000000.0,3140000000.0,1100000000.0,1.4,1.4,26.80,26.80,2800000000.0,3.58,4690000000.0,2.53,13.58,1630000000.0,1.28,5.79,33.10,23160000.0,6.23,12.55,23480000.0,42.63,233260000.0,N/A
84,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,9.87,3.1686746987951806,N/A,0.83,3.07,7.34,3.34,24.50,9.87,2354244500.0,12370000000.0,3.17,0.73,1.39,7.85,7870000000.0,3530000000.0,1580000000.0,0.83,0.83,24.50,24.50,1460000000.0,0.01,9900000000.0,0.53,0.83,24.50,2.26,0.91,64.61,167390000.0,6.3,18.58,171720000.0,2.63,895150000.0,N/A
85,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,102.75,25.260504201680675,N/A,8.83,3.40,5.21,12.23,37.63,105.75,12599949600.0,13690000000.0,18.33,2.04,0.92,15.77,13140000000.0,2280000000.0,868100000.0,504890000.0,3.57,25.60,16.00,529409999.99999994,2.39,1460000000.0,1.26,10.22,380500000.0,0.55,1.12,99.50,21140000.0,11.99,16.89,18910000.0,90.18,139720000.0,N/A
86,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,39.46,21.85290763968073,N/A,3.40,5.38,10.50,4.51,16.19,163.15,47251307500.0,49260000000.0,13.31,1.09,1.18,9.98,39670000000.0,15180000000.0,4940000000.0,2240000000.0,8.77,5.90,5.90,4030000000.0000005,4940000000.0,5440000000.0,0.83,56.30,4090000000.0,0.42,2.58,89.43,3240000.0,2.13,1.27,3520000.0,191.65,246550000.0,N/A
87,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,463.42,5.2215384615384615,N/A,0.87,76.37,86.96,2.77,15.53,3.66,3187135700.0,19970000000.0,7.22,29.07,29.07,14.96,586210000.0,586210000.0,16850000000.000002,491180000.0,3.25,93.93,93.93,552910000.0,0.6,16850000000.000002,1.82,19.42,93.93,0.67,0.66,52.01,0.66,0.00,0.00,0.66,16.97,187810000.0,N/A
88,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,10.32,12.009538950715422,N/A,1.50,18.23,13.66,2.32,13.66,34.89,12381006000.000002,12850000000.0,22.09,2.69,2.24,15.36,5450000000.0,5140000000.0,836330000.0,1040000000.0,6.29,546.70,7.50,1100000000.0,4.01,0.95,1.20,50.29,546.70,0.72,9.09,64.54,3410000.0,6.06,2.27,3260000.0,75.54,163900000.0,N/A
89,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,17.53,30.324561403508774,N/A,2020000000.0,13.10,25.31,19.71,9120000000.0,17.53,60520316200.0,66510000000.00001,20.16,2.65,4.30,15.16,15200000000.0,9120000000.0,4390000000.0,2020000000.0,2.28,4.60,4.60,3140000000.0,1.77,6580000000.0,1.36,2020000000.0,3050000000.0,0.61,0.37,75.66,7270000.0,1.88,0.89,5530000.0,69.14,875330000.0,N/A
90,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,0.09,0.14855739717618172,N/A,1.46,0.00,0.00,6790000.0,6790000.0,0.09,329071600.0,181760000.0,0.00,16.29,16.29,14.96,6790000.0,6790000.0,5.76,16.29,16.29,76.80,76.80,67069999.99999999,1.03,5.76,5.91,1.66,76.80,2.66,0.62,59.70,7890000.0,5.82,7.50,7410000.0,2.42,135980000.0,N/A
91,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,8.08,5.976190476190476,N/A,301.80,15.75,17.59,10.51,501700000.0,8.08,2239422000.0,3650000000.0,7.61,1.57,1.57,7.33,2330000000.0,501700000.0,497700000.0,385700000.0,1.26,213.90,21.53,338100000.0,3.39,2350000000.0,3.42,301.80,338100000.0,1.44,0.69,61.55,43840000.0,3.58,14.86,39060000.0,7.53,297400000.0,N/A
92,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,300.39,20.83993399339934,N/A,21.49,13.21,18.21,14.74,155.15,46.80,16341926000.0,18460000000.0,19.49,2.63,3.06,14.80,5970000000.0,2670000000.0,1250000000.0,6.06,6.06,56.30,0.70,1.31,3.78,2280000000.0,1.22,5.88,56.30,0.19,0.10,77.92,7600000.0,7.12,6.59,6770000.0,126.29,129400000.0,N/A
93,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,17.78,23.770531400966185,N/A,2.14,24.01,43.41,1.03,9.43,17.78,17006232100.0,16120000000.000002,13.76,0.49,5.21,35.00,3290000000.0,1820000000.0,4730000000.0,4.14,4.14,18.30,18.30,1100000000.0,31.33,4730000000.0,3090000000.0,46.07,1100000000.0,1.6,0.77,86.96,2980000.0,1.75,1.70,3340000.0,98.41,172810000.0,N/A
94,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,91.17,8.212631578947368,N/A,2.64,26.87,20.76,5.97,35.66,17.95,181006400000.0,244440000000.0,13.93,1.78,2.89,8.79,84530000000.0,59140000000.0,27810000000.0,22710000000.0,4.75,573.50,4.20,21400000000.0,0.74,64560000000.0,0.75,14.77,21400000000.0,1.18,0.68,85.29,67440000.0,2.55,1.43,58020000.0,39.01,4640000000.0,N/A
95,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,9.96,13.549413735343384,N/A,2.45,111.49,63.44,1.99,19.01,10.76,55052116200.0,55640000000.0,23.55,1.62,15.27,22.07,3470000000.0,3470000000.0,2520000000.0,4059999999.9999995,11.94,684.50,100.00,1720000000.0,5.88,2230000000.0,1.03,66.08,684.50,0.82,0.62,85.02,4800000.0,3.98,1.42,4570000.0,161.78,340290000.0,N/A
96,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,157.12,52.019448946515396,N/A,6.59,3.94,6.35,8.72,12.74,157.12,8964412800.0,8359999999.999999,29.75,1.68,1.87,18.68,4480000000.0,756220000.0,447520000.0,176250000.0,6.17,180.40,7.30,467110000.0,18.22,1.73,1.94,48.69,467100000.0,0.46,2.83,51.82,5460000.0,3.12,24.61,5570000.0,320.96,27930000.0,N/A
97,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,24.57,27.852596314907874,N/A,3.78,4.89,9.78,7.55,12.96,122.60,27466130400.0,12.46,12.46,1.24,1.37,10.86,20430000000.0,5090000000.0,2580000000.0,5.97,5.97,21.60,21.60,2280000000.0,9.48,2009999999.9999998,1.57,43.94,2280000000.0,0.79,0.26,85.52,4150000.0000000005,3.01,2.67,0.26,166.28,165180000.0,N/A
98,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,234.19,22.29015544041451,N/A,2.67,6.99,20.69,3.81,10.54,23.51,12148848000.0,22790000000.0,17.21,2.60,3.46,10.83,6580000000.0,2500000000.0,2100000000.0,1.93,1.93,8.40,8.40,1710000000.0,0.64,10490000000.0,0.89,16.10,1700000000.0,16.10,0.61,91.95,5100000.0,2.44,2.04,5880000.0,43.02,282400000.0,N/A
99,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,239.94,19.007246376811597,N/A,3.12,6.59,11.25,2.93,16.84,21.02,11305916900.0,18960000000.0,17.60,2.34,2.09,9.36,7530000000.0,2470000000.0,2020000000.0,1.38,1.38,11.10,11.10,1930000000.0,3.07,8680000000.0,0.91,8.39,1500000000.0,0.45,0.19,79.14,6530000.0,2.61,1.70,5240000.0,26.23,431030000.0,N/A
100,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,56.78,8.636363636363637,N/A,0.82,31.86,3.83,0.35,7.53,5.22,3278782500.0,5010000000.0,25.45,0.84,4.19,8.41,1180000000.0,625360000.0,595630000.0,295040000.0,1.65,53.67,53.67,648690000.0,2.28,2210000000.0,1.93,17.43,648690000.0,1.01,1.50,102.41,6940000.0,1.98,3.90,6780000.0,14.25,230090000.0,N/A
101,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,40.84,27.985632183908045,N/A,1.07,10.02,29.46,0.59,4.40,40.84,47282845000.0,94060000000.0,9.08,0.75,4.76,6.00,27520000000.0,13170000000.0,60280000000.0,1840000000.0,3.48,5.70,5.70,11860000000.0,28.91,60280000000.0,19770000000.0,91.35,5.70,1.17,0.66,91.35,6220000.0,2.65,1.30,6590000.0,97.39,485500000.0,N/A
102,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,57.53,22.142857142857142,N/A,4.07,455610000.0,N/A,607650000.0,607650000.0,3.60,10753357500.0,12070000000.0,22.14,1.26,7.22,12.87,1160000000.0,607650000.0,938400000.0,1.05,1.05,27.30,27.30,392380000.0,1.1,1520000000.0,1.64,5.72,853720000.0,0.48,1.52,99.28,16379999.999999998,2.67,3.57,16790000.0,23.25,462510000.0,N/A
103,N/A,N/A,col,N/A,N/A,N/A,N/A,N/A,115.96,25.292592592592595,N/A,3.52,10.99,17.50,6.49,19.60,49.69,22390925200.000004,29080000000.0,17.51,1.67,3.81,17.75,6820000000.0,1950000000.0,1640000000.0,5.40,5.40,53.60,68.60,1260000000.0,3.56,7380000000.0,1.56,38.77,1110000000.0,0.61,0.41,69.50,0.41,0.11,0.00,0.41,136.58,163940000.0,N/A
104,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,68.39,18.72822299651568,N/A,2.11,1180000000.0,9.39,8029999999.999999,8029999999.999999,24.47,63425000000.0,73640000000.0,18.73,0.20,2.46,7.59,23690000000.0,8029999999.999999,9700000000.0,2.87,2.87,19.00,19.00,4400000000.0,9.93,29880000000.0,29880000000.0,25.51,7080000000.0,1.46,1.19,71.34,25880000.0,3.94,2.09,26170000.0,53.75,1180000000.0,N/A
105,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,57.04,29.53100158982512,N/A,7.36,2.09,3.17,6.94,23.83,302.75,81564682500.0,82200000000.0,24.47,2.60,0.62,14.62,129030000000.0,17140000000.0,5620000000.0,2770000000.0,6.29,16.90,13.20,6730000000.0,15.68,6480000000.0,0.98,25.22,5940000000.0,1.07,0.64,74.04,15130000.0,5.37,3.47,14040000.0,185.75,439110000.0,N/A
106,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,200.41,12.363112391930835,N/A,6.63,13.41,20.78,12.83,61.49,26.02,12896169000.0,17580000000.0,13.58,3.86,2.24,8.98,7890000000.0,3060000000.0,1960000000.0,1050000000.0,3.47,186.90,0.40,1290000000.0,0.65,3910000000.0,0.64,6.47,1280000000.0,6.47,41.94,51.79,23340000.0,9.61,13.29,23570000.0,42.90,300610000.0,N/A
107,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,29.31,11448.0,N/A,9.37,0.09,1.51,0.59,0.11,13.99,82688904000.0,81550000000.0,65.79,3.31,8.22,147.37,8390000000.000001,6160000000.0,553400000.0,8480000.0,0.01,24.90,24.90,2160000000.0,5.02,2590000000.0,0.82,12.22,2390000000.0,1.58,5.16,88.34,5.16,0.00,0.00,5.16,114.48,722300000.0,N/A
108,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,75.73,15.196491228070176,N/A,4.10,4920000000.0,26.10,6.09,30220000000.0,9.68,213951400000.0,182630000000.0,15.20,1.82,3.80,12.66,48010000000.0,30220000000.0,14430000000.0,2.85,2.85,2.70,2.70,13880000000.0,14.96,39370000000.0,2.43,10.56,14520000000.0,1.54,0.07,77.59,45460000.0,2.72,0.91,49340000.0,43.31,4940000000.0,N/A
109,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,80.22,9.175292153589316,N/A,3.33,47.96,33.93,6.80,41.42,12.52,48762710400.0,59820000000.0,15.22,1.06,5.24,11.54,11410000000.0,8430000000.0,5190000000.0,5470000000.0,5.99,840.80,45.46,3470000000.0,0.47,11810000000.0,1.01,16.52,3470000000.0,1.19,5.10,77.32,16320000.0,2.71,1.86,15900000.0,54.96,887240000.0,N/A
110,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,111.01,33.13663366336634,N/A,6.98,9.27,15.72,10.54,21.75,56.84,17820036600.0,20370000000.0,24.94,2.26,3.39,17.09,5320000000.0,2380000000.0,1190000000.0,489280000.0,5.05,26.40,26.40,763890000.0,2.43,2830000000.0,1.77,23.98,841170000.0,23.98,14.80,67.93,3870000.0,8.2,4.39,3520000.0,167.34,106490000.0,N/A
111,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,161.02,8.099547511312217,N/A,0.68,7.87,11.35,2.04,7.54,28.12,19153000000.0,53570000000.0,14.21,3.03,3.03,9.02,17470000000.0,9700000000.0,5940000000.0,1390000000.0,2.21,24.10,24.10,4610000000.0,0.62,37730000000.0,0.86,26.39,3880000000.0,0.77,0.76,78.89,51360000.0,2.91,9.41,138770000.0,17.90,1070000000.0000001,N/A
112,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,8.18,32.33201581027668,N/A,4.51,10.15,17.24,10.82,14.06,24.98,48233370000.0,43420000000.0,16.01,1.29,2.93,14.66,13490000000.0,5380000000.0,2960000000.0,1500000000.0,2.53,10.60,10.60,1620000000.0,8.6,2.92,3.21,18.15,2410000000.0,1.1,0.73,92.03,10160000.0,3.16,1.74,8640000.0,81.80,589650000.0,N/A
113,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,214.36,16.554347826086957,N/A,13.23,128229999.99999999,23.42,6.77,1.22,18.73,12441387000.0,12880000000.0,16.55,2.03,4.56,15.83,3420000000.0,2860000000.0,813390000.0,21980000.0,5.52,5.90,5.90,1120000000.0,12.84,2130000000.0,1.55,6.91,908280000.0,1.47,1.21,105.13,5500000.0,3.08,3.52,5850000.0,91.38,136150000.0,N/A
114,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,71.69,14.177319587628869,N/A,2.00,3.58,5.44,6.62,17.79,181.14,69447600000.0,98160000000.0,10.22,4.96,0.53,7.84,184760000000.0,28550000000.0,12530000000.0,6610000000.0,4.85,101.30,5.30,8010000000.0,1.79,27030000000.0,1.02,34.42,8010000000.0,0.74,0.19,86.13,25580000.0,2.57,2.48,24840000.0,68.76,1010000000.0,N/A
115,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,28.38,22.48659793814433,N/A,1.41,7.21,1.95,6.29,6.29,67.71,207214000000.0,246110000000.0,17.26,0.24,1.93,11.20,110220000000.0,30630000000.0,21970000000.0,9190000000.0,4.85,653.30,21.30,12850000000.0,3.5,41970000000.0,127490000000.0,77.24,653.30,1.15,0.05,66.71,22890000.0,4.11,1.21,22840000.0,109.06,1900000000.0,N/A
116,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,191.34,14.916835699797163,N/A,2.74,24.92,32.82,3.48,17.92,19.79,47401677800.00001,85340000000.0,17.18,2.69,6.78,13.48,11740000000.0,5780000000.0,6330000000.0,3140000000.0,4.93,208.70,4.00,4130000000.0,0.19,37320000000.0,0.45,26.83,4570000000.0,0.09,0.35,69.80,14090000.0,6.56,2.25,12930000.0,73.54,644570000.0,N/A
117,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,63.60,10.739393939393938,N/A,2.71,8.67,14.20,7.00,27.33,57.28,37754232000.0,43290000000.0,7.39,0.68,1.05,5.38,39640000000.0,23700000000.0,8050000000.000001,3580000000.0,4.95,8.30,8.30,7210000000.0,3.73,8830000000.0,0.42,19.65,8.30,0.8,48.59,0.00,9200000.0,1.56,1.25,11080000.0,53.16,710200000.0,N/A
118,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,51.41,17.557251908396946,N/A,1.24,1.92,3.90,3.69,7.25,205.41,1688430000.0,2690000000.0,15.90,0.43,0.43,5.55,6420000000.0,2250000000.0,485060000.0,120670000.0,3.93,34.53,34.53,517010000.0,4.03,817740000.0,1.42,55.84,446600000.0,1.13,16.78,138.90,7240000.0,9.82,48.25,7090000.0,69.00,24470000.0,N/A
119,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,437.48,36.83863636363636,N/A,5.65,4.68,10.55,3.26,17.68,94.75,52397213400.0,91150000000.0,14.43,0.68,3.00,18.78,29740000000.0,9800000000.0,4850000000.0,1420000000.0,4.40,22.50,22.50,2200000000.0,8.16,40590000000.0,1.99,28.66,1640000000.0,0.84,0.11,78.58,11580000.0,6.42,3.64,11030000.0,162.09,323260000.0,N/A
120,N/A,N/A,df,N/A,N/A,N/A,N/A,N/A,156.59,21.08695652173913,N/A,1.46,0.53,2.14,4.15,5.26,86.80,883378999.9999999,1810000000.0,11.15,0.23,0.23,5.25,7710000000.0,1990000000.0,343770000.0,31430000.0,0.46,23.77,23.77,257410000.00000003,0.27,946480000.0,1.28,6.64,139520000.0,6.64,9.77,89.24,9260000.0,5.05,13.72,10530000.0,9.70,91070000.0,N/A
121,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,241.70,14.5,N/A,2.58,23.53,39.83,2.18,18.90,23.85,28558034200.0,39840000000.0,9.17,0.86,4.47,11.40,10500000000.0,3580000000.0,26330000000.0,2029999999.9999998,5.42,33.10,33.10,4420000000.0,41.77,26330000000.0,1.54,30.42,33.10,1.48,14.28,0.00,4620000.0,1.95,1.21,4680000.0,78.59,363380000.0,N/A
122,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,54.33,21.124168514412418,N/A,4.50,5.31,8.98,10.79,22.35,85.18,25871521200.0,29430000000.0,17.01,2.32,1.26,11.81,21990000000.0,6780000000.0,2490000000.0,1240000000.0,4.51,10.50,11.00,1610000000.0,0.83,3120000000.0,1.41,21.15,1620000000.0,0.71,0.11,99.68,10790000.0,5.26,4.42,13060000.0,95.27,271560000.0,N/A
